reference,nom_article,partie_vetement,produits_coloration,matieres,etape,pourcentage_matieres
100030,Robe en fil métallique ,extérieur,colorants acides, viscose,Teinture et finition,100
100030,Robe en fil métallique ,extérieur,colorants acides,polyester, Production de fibres,60
100030,Robe en fil métallique ,extérieur,colorants acides,polyester,Teinture et finition,37
100030,Robe en fil métallique ,extérieur,colorants acides,polyester,Elimination,3
100030,Robe en fil métallique ,extérieur,colorants acides,polyester,Teinture et finition,100
100030,Robe en fil métallique ,extérieur,colorants acides,fibre métallique, Production de fibres,60
100030,Robe en fil métallique ,extérieur,colorants acides,fibre métallique,Teinture et finition,37
100030,Robe en fil métallique ,extérieur,colorants acides,fibre métallique,Elimination,3
100030,Robe en fil métallique ,extérieur,colorants acides,fibre métallique,Teinture et finition,100
100030,Robe en fil métallique ,extérieur,colorants acides,polyester, Production de fibres,60
100030,Robe en fil métallique ,extérieur,colorants acides,polyester,Teinture et finition,37
100030,Robe en fil métallique ,extérieur,colorants acides,polyester,Elimination,3
100030,Robe en fil métallique ,extérieur,colorants acides,polyester,Teinture et finition,100
100030,Robe en fil métallique ,extérieur,colorants dispersés, viscose, Production de fibres,60
100030,Robe en fil métallique ,extérieur,colorants dispersés, viscose,Teinture et finition,37
100030,Robe en fil métallique ,extérieur,colorants dispersés, viscose,Elimination,3
100030,Robe en fil métallique ,extérieur,colorants dispersés, viscose,Teinture et finition,100
100030,Robe en fil métallique ,extérieur,colorants dispersés,polyester, Production de fibres,60
100030,Robe en fil métallique ,extérieur,colorants dispersés,polyester,Teinture et finition,37
100030,Robe en fil métallique ,extérieur,colorants dispersés,polyester,Elimination,3
100030,Robe en fil métallique ,extérieur,colorants dispersés,polyester,Teinture et finition,100
100030,Robe en fil métallique ,extérieur,colorants dispersés,fibre métallique, Production de fibres,60
100030,Robe en fil métallique ,extérieur,colorants dispersés,fibre métallique,Teinture et finition,37
100030,Robe en fil métallique ,extérieur,colorants dispersés,fibre métallique,Elimination,3
100030,Robe en fil métallique ,extérieur,colorants dispersés,fibre métallique,Teinture et finition,100
100030,Robe en fil métallique ,extérieur,colorants dispersés,polyester, Production de fibres,60
100030,Robe en fil métallique ,extérieur,colorants dispersés,polyester,Teinture et finition,37
100030,Robe en fil métallique ,extérieur,colorants dispersés,polyester,Elimination,3
100030,Robe en fil métallique ,extérieur,colorants dispersés,polyester,Teinture et finition,100
100030,Robe en fil métallique ,extérieur,colorants metallifères, viscose, Production de fibres,60
100030,Robe en fil métallique ,extérieur,colorants metallifères, viscose,Teinture et finition,37
100030,Robe en fil métallique ,extérieur,colorants metallifères, viscose,Elimination,3
100030,Robe en fil métallique ,extérieur,colorants metallifères, viscose,Teinture et finition,100
100030,Robe en fil métallique ,extérieur,colorants metallifères,polyester, Production de fibres,60
100030,Robe en fil métallique ,extérieur,colorants metallifères,polyester,Teinture et finition,37
100030,Robe en fil métallique ,extérieur,colorants metallifères,polyester,Elimination,3
100030,Robe en fil métallique ,extérieur,colorants metallifères,polyester,Teinture et finition,100
100030,Robe en fil métallique ,extérieur,colorants metallifères,fibre métallique, Production de fibres,60
100030,Robe en fil métallique ,extérieur,colorants metallifères,fibre métallique,Teinture et finition,37
100030,Robe en fil métallique ,extérieur,colorants metallifères,fibre métallique,Elimination,3
100030,Robe en fil métallique ,extérieur,colorants metallifères,fibre métallique,Teinture et finition,100
100030,Robe en fil métallique ,extérieur,colorants metallifères,polyester, Production de fibres,60
100030,Robe en fil métallique ,extérieur,colorants metallifères,polyester,Teinture et finition,37
100030,Robe en fil métallique ,extérieur,colorants metallifères,polyester,Elimination,3
100030,Robe en fil métallique ,extérieur,colorants metallifères,polyester,Teinture et finition,100
100030,Robe en fil métallique ,doublure,colorants dispersés, viscose, Production de fibres,60
100030,Robe en fil métallique ,doublure,colorants dispersés, viscose,Teinture et finition,37
100030,Robe en fil métallique ,doublure,colorants dispersés, viscose,Elimination,3
100030,Robe en fil métallique ,doublure,colorants dispersés, viscose,Teinture et finition,100
100030,Robe en fil métallique ,doublure,colorants dispersés,polyester, Production de fibres,60
100030,Robe en fil métallique ,doublure,colorants dispersés,polyester,Teinture et finition,37
100030,Robe en fil métallique ,doublure,colorants dispersés,polyester,Elimination,3
100030,Robe en fil métallique ,doublure,colorants dispersés,polyester,Teinture et finition,100
100030,Robe en fil métallique ,doublure,colorants dispersés,fibre métallique, Production de fibres,60
100030,Robe en fil métallique ,doublure,colorants dispersés,fibre métallique,Teinture et finition,37
100030,Robe en fil métallique ,doublure,colorants dispersés,fibre métallique,Elimination,3
100030,Robe en fil métallique ,doublure,colorants dispersés,fibre métallique,Teinture et finition,100
100030,Robe en fil métallique ,doublure,colorants dispersés,polyester, Production de fibres,60
100030,Robe en fil métallique ,doublure,colorants dispersés,polyester,Teinture et finition,37
100030,Robe en fil métallique ,doublure,colorants dispersés,polyester,Elimination,3
100030,Robe en fil métallique ,doublure,colorants dispersés,polyester,Teinture et finition,100
100031,robe imprimée animal,extérieur,colorants dispersés,polyester,Teinture et finition,100
100031,robe imprimée animal,extérieur,colorants dispersés,polyester,Teinture et finition,100
100031,robe imprimée animal,extérieur,colorants dispersés,polyester,Teinture et finition,100
100031,robe imprimée animal,extérieur,colorants dispersés,polyester,Teinture et finition,100
100031,robe imprimée animal,doublure,colorants dispersés,polyester,Teinture et finition,100
100031,robe imprimée animal,doublure,colorants dispersés,polyester,Teinture et finition,100
100031,robe imprimée animal,doublure,colorants dispersés,polyester,Teinture et finition,100
100031,robe imprimée animal,doublure,colorants dispersés,polyester,Teinture et finition,100
100032,chemise habillée,extérieur,colorants au chrome,coton,Préparation de tissu,59
100032,chemise habillée,extérieur,colorants au chrome,coton,Assemblée,35
100032,chemise habillée,extérieur,colorants au chrome,coton,Preparation de fil,6
100032,chemise habillée,extérieur,colorants au chrome,coton,Teinture et finition,100
100032,chemise habillée,extérieur,colorants au chrome,polyamide,Préparation de tissu,59
100032,chemise habillée,extérieur,colorants au chrome,polyamide,Assemblée,35
100032,chemise habillée,extérieur,colorants au chrome,polyamide,Preparation de fil,6
100032,chemise habillée,extérieur,colorants au chrome,polyamide,Teinture et finition,100
100032,chemise habillée,extérieur,colorants au chrome,élasthanne,Préparation de tissu,59
100032,chemise habillée,extérieur,colorants au chrome,élasthanne,Assemblée,35
100032,chemise habillée,extérieur,colorants au chrome,élasthanne,Preparation de fil,6
100032,chemise habillée,extérieur,colorants au chrome,élasthanne,Teinture et finition,100
100032,chemise habillée,extérieur,colorants au chrome,polyester,Préparation de tissu,59
100032,chemise habillée,extérieur,colorants au chrome,polyester,Assemblée,35
100032,chemise habillée,extérieur,colorants au chrome,polyester,Preparation de fil,6
100032,chemise habillée,extérieur,colorants au chrome,polyester,Teinture et finition,100
100032,chemise habillée,extérieur,colorants acides,coton,Préparation de tissu,59
100032,chemise habillée,extérieur,colorants acides,coton,Assemblée,35
100032,chemise habillée,extérieur,colorants acides,coton,Preparation de fil,6
100032,chemise habillée,extérieur,colorants acides,coton,Teinture et finition,100
100032,chemise habillée,extérieur,colorants acides,polyamide,Préparation de tissu,59
100032,chemise habillée,extérieur,colorants acides,polyamide,Assemblée,35
100032,chemise habillée,extérieur,colorants acides,polyamide,Preparation de fil,6
100032,chemise habillée,extérieur,colorants acides,polyamide,Teinture et finition,100
100032,chemise habillée,extérieur,colorants acides,élasthanne,Préparation de tissu,59
100032,chemise habillée,extérieur,colorants acides,élasthanne,Assemblée,35
100032,chemise habillée,extérieur,colorants acides,élasthanne,Preparation de fil,6
100032,chemise habillée,extérieur,colorants acides,élasthanne,Teinture et finition,100
100032,chemise habillée,extérieur,colorants acides,polyester,Préparation de tissu,59
100032,chemise habillée,extérieur,colorants acides,polyester,Assemblée,35
100032,chemise habillée,extérieur,colorants acides,polyester,Preparation de fil,6
100032,chemise habillée,extérieur,colorants acides,polyester,Teinture et finition,100
100032,chemise habillée,extérieur,colorants azoïques,coton,Préparation de tissu,59
100032,chemise habillée,extérieur,colorants azoïques,coton,Assemblée,35
100032,chemise habillée,extérieur,colorants azoïques,coton,Preparation de fil,6
100032,chemise habillée,extérieur,colorants azoïques,coton,Teinture et finition,100
100032,chemise habillée,extérieur,colorants azoïques,polyamide,Préparation de tissu,59
100032,chemise habillée,extérieur,colorants azoïques,polyamide,Assemblée,35
100032,chemise habillée,extérieur,colorants azoïques,polyamide,Preparation de fil,6
100032,chemise habillée,extérieur,colorants azoïques,polyamide,Teinture et finition,100
100032,chemise habillée,extérieur,colorants azoïques,élasthanne,Préparation de tissu,59
100032,chemise habillée,extérieur,colorants azoïques,élasthanne,Assemblée,35
100032,chemise habillée,extérieur,colorants azoïques,élasthanne,Preparation de fil,6
100032,chemise habillée,extérieur,colorants azoïques,élasthanne,Teinture et finition,100
100032,chemise habillée,extérieur,colorants azoïques,polyester,Préparation de tissu,59
100032,chemise habillée,extérieur,colorants azoïques,polyester,Assemblée,35
100032,chemise habillée,extérieur,colorants azoïques,polyester,Preparation de fil,6
100032,chemise habillée,extérieur,colorants azoïques,polyester,Teinture et finition,100
100032,chemise habillée,doublure,colorants dispersés,coton,Préparation de tissu,59
100032,chemise habillée,doublure,colorants dispersés,coton,Assemblée,35
100032,chemise habillée,doublure,colorants dispersés,coton,Preparation de fil,6
100032,chemise habillée,doublure,colorants dispersés,coton,Teinture et finition,100
100032,chemise habillée,doublure,colorants dispersés,polyamide,Préparation de tissu,59
100032,chemise habillée,doublure,colorants dispersés,polyamide,Assemblée,35
100032,chemise habillée,doublure,colorants dispersés,polyamide,Preparation de fil,6
100032,chemise habillée,doublure,colorants dispersés,polyamide,Teinture et finition,100
